Trial ,Batch,Author,Year,Mean Age,Age Group,Paradigm,General Paradigm,General Paradigm 2,Stimuli Modality,Stimuli Domain,Pattern Type,Pattern Range,Test SL,General Test SL,SL Test Measure,Language Aspect,Language Test,Language Test Category,Language Test Category 2,Language Test Category 3,Language Related Disorder,Disorder Population,Sample Size,ES,SE,Fisher's Z,Fisher's SE
86,Original,Spencer et al. (2015),2015,"6,600",Children,Simon task,SRTT,Sequence learning,Visual,Non-linguistic,Probability,Adjacent,Difference score,Recall,Reflection based,Processing,Comprehensive test of phonological processing—nonword repetition (CTOPP-MFD),Phonology,Phonology,Phonology,TD,TD,553,-0.07,0.042392685,-0.070114671,0.042640143
87,Original,Vlach and DeBrock (2017),2017,"3,870",Children,Cross-Situational Word Learning,Combination task,Combination task,Auditory/Visual,Linguistic,Duplet,Non-adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Peabody Picture Vocabulary Test - 4,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,47,0.568,0.100977252,0.644565306,0.150755672
88,Original,Vlach and DeBrock (2017),2017,"4,300",Children,Cross-Situational Word Learning,Combination task,Combination task,Auditory/Visual,Linguistic,Duplet,Non-adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Word-object binding memory task,Fast mapping,Fast mapping,Vocabulary,TD,TD,53,0.554,0.097051172,0.62413429,0.141421356
89,Original,Vlach and DeBrock (2019),2019,"3,400",Children,Cross-Situational Word Learning,Combination task,Combination task,Auditory/Visual,Linguistic,Duplet,Non-adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Peabody Picture Vocabulary Test - 4,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,73,0.264,0.110406772,0.270403228,0.119522861
90,Original,Vlach and DeBrock (2019),2019,"3,400",Children,Cross-Situational Word Learning,Combination task,Combination task,Auditory/Visual,Linguistic,Duplet,Non-adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Woodcock - Johnson - 4 - subtest 13,Comprehension,Comprehension,Comprehension,TD,TD,73,0.288,0.108834524,0.296383998,0.119522861
91,Original,Frost et al. (2020),2020,"1,420",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Non-adjacent,Head turn preference,Head turn preference,Processing based,Acquisition,Communicative Development Inventory,Expressive vocabulary,Vocabulary,Vocabulary,TD,TD,68,0.32,0.110486922,0.331647109,0.124034735
92,Original,Frost et al. (2020),2020,"1,420",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Non-adjacent,Head turn preference,Head turn preference,Processing based,Acquisition,Communicative Development Inventory,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,68,0.32,0.110486922,0.331647109,0.124034735
93,Original,Antovich and Graf Estes (2020),2020,"1,360",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Adjacent,Head turn preference,Head turn preference,Processing based,Acquisition,Communicative Development Inventory,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,26,0.08,0.202817751,0.080171325,0.208514414
94,Original,Lany and Shoaib (2020),2020,"1,250",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Non-adjacent,Head turn preference,Head turn preference,Processing based,Acquisition,Communicative Development Inventory,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,32,0.053,0.182061335,0.053049709,0.185695338
95,Original,Lany and Shoaib (2020),2020,"1,250",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Non-adjacent,Head turn preference,Head turn preference,Processing based,Acquisition,Communicative Development Inventory,Expressive vocabulary,Vocabulary,Vocabulary,TD,TD,32,-0.091,0.181062289,-0.091252446,0.185695338
96,Original,Lany and Shoaib (2020),2020,"1,500",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Non-adjacent,Head turn preference,Head turn preference,Processing based,Acquisition,Communicative Development Inventory,Expressive vocabulary,Vocabulary,Vocabulary,TD,TD,29,-0.169,0.186953523,-0.170637083,0.196116135
97,Original,Lany et al. (2018),2018,"1,290",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Adjacent,Head turn preference,Head turn preference,Processing based,Acquisition,Communicative Development Inventory,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,38,0.16,0.1624,0.161386696,0.169030851
98,Original,Lany et al. (2018),2018,"1,290",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Adjacent,Head turn preference,Head turn preference,Processing based,Processing,Lexical Processing Efficiency task,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,38,0.38,0.1426,0.40005965,0.169030851
99,Original,Lany et al. (2018),2018,"1,290",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Non-adjacent,Head turn preference,Head turn preference,Processing based,Acquisition,Communicative Development Inventory,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,30,-0.01,0.188963338,-0.010000333,0.19245009
100,Original,Lany et al. (2018),2018,"1,290",Infants,Pair learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet,Non-adjacent,Head turn preference,Head turn preference,Processing based,Processing,Lexical Processing Efficiency task,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,30,0.31,0.170821044,0.320545409,0.19245009
101,Original,Evans et al. (2022),2022,"14,300",Children,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Processing,Lexical Decision Task,Receptive vocabulary,Vocabulary,Vocabulary,SLI,Clinical,14,-0.43,0.235299102,-0.459896681,0.301511345
102,Original,Evans et al. (2022),2022,"14,300",Children,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Processing,Lexical Decision Task,Receptive vocabulary,Vocabulary,Vocabulary,SLI,Clinical,14,-0.39,0.244767647,-0.411800035,0.301511345
103,Original,Evans et al. (2022),2022,"14,300",Children,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Processing,Lexical Decision Task,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,14,0.53,0.207586289,0.59014516,0.301511345
104,Original,Evans et al. (2022),2022,"14,300",Children,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Processing,Lexical Decision Task,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,14,0.52,0.210617378,0.576339755,0.301511345
105,Original,Hu et al. (2023),2023,"8,500",Children,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,2AFC / RT,Composite score,Both,Processing,Redmond Sentence Recall,Comprehension,Comprehension,Comprehension,ASD,Clinical,55,0.44,0.110767559,0.472230804,0.138675049
106,Original,Hu et al. (2023),2023,"8,500",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC / RT,Composite score,Both,Processing,Redmond Sentence Recall,Comprehension,Comprehension,Comprehension,ASD,Clinical,55,0.1,0.135986958,0.100335348,0.138675049
107,Original,Hu et al. (2023),2023,"8,500",Children,Triplet learning,TP Learning,TP Learning,Visual,Linguistic,Triplet,Adjacent,2AFC / RT,Composite score,Both,Processing,Redmond Sentence Recall,Comprehension,Comprehension,Comprehension,ASD,Clinical,55,0.44,0.110767559,0.472230804,0.138675049
108,Original,Hu et al. (2023),2023,"8,500",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC / RT,Composite score,Both,Processing,Redmond Sentence Recall,Comprehension,Comprehension,Comprehension,ASD,Clinical,55,0.23,0.13009419,0.234189467,0.138675049
109,Original,Hu et al. (2023),2023,"8,220",Children,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,2AFC / RT,Composite score,Both,Processing,Redmond Sentence Recall,Comprehension,Comprehension,Comprehension,TD,TD,50,0.01,0.144323134,0.010000333,0.145864992
110,Original,Hu et al. (2023),2023,"8,220",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC / RT,Composite score,Both,Processing,Redmond Sentence Recall,Comprehension,Comprehension,Comprehension,TD,TD,50,0.14,0.141508551,0.140925576,0.145864992
111,Original,Hu et al. (2023),2023,"8,220",Children,Triplet learning,TP Learning,TP Learning,Visual,Linguistic,Triplet,Adjacent,2AFC / RT,Composite score,Both,Processing,Redmond Sentence Recall,Comprehension,Comprehension,Comprehension,TD,TD,50,0,0.144337554,-0.0003,0.145864992
112,Original,Hu et al. (2023),2023,"8,220",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC / RT,Composite score,Both,Processing,Redmond Sentence Recall,Comprehension,Comprehension,Comprehension,TD,TD,50,-0.11,0.142591083,-0.110446916,0.145864992
113,Original,Antovich and Graf Estes (2023),2023,"0,790",Infants,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet/triplet,Adjacent,Head turn preference,Forced choice test,Processing based,Acquisition,Communicative Development Inventory,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,25,0.41,0.173463141,0.435611223,0.213200716
114,Original,Antovich and Graf Estes (2023),2023,"0,775",Infants,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Duplet/triplet,Adjacent,Head turn preference,Forced choice test,Processing based,Acquisition,Communicative Development Inventory,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,25,0.18,0.201758547,0.181982689,0.213200716
115,Original,Stärk et al. (2022),2022,"8,700",Children,Serial recall task,SRT,Sequence learning,Auditory,Linguistic,Duplet,Adjacent,Serial recall,Recall,Reflection based,Acquisition,Peabody Picture Vocabulary Test - 4,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,49,0.3,0.132737142,0.309519604,0.147441956
116,Original,Stärk et al. (2022),2022,"8,700",Children,Serial recall task,SRT,Sequence learning,Auditory,Linguistic,Duplet,Adjacent,Serial recall,Recall,Reflection based,Processing,LITMUS sentence repetition task,Comprehension,Comprehension,Comprehension,TD,TD,49,0.62,0.089794489,0.725005088,0.147441956
117,Original,Stärk et al. (2022),2022,"8,700",Children,Serial recall task,SRT,Sequence learning,Auditory,Linguistic,Duplet,Adjacent,Serial recall,Recall,Reflection based,Acquisition,Peabody Picture Vocabulary Test - 4,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,49,0.16,0.142130848,0.161386696,0.147441956
118,Original,Stärk et al. (2022),2022,"8,700",Children,Serial recall task,SRT,Sequence learning,Auditory,Linguistic,Duplet,Adjacent,Serial recall,Recall,Reflection based,Processing,LITMUS sentence repetition task,Comprehension,Comprehension,Comprehension,TD,TD,49,0.58,0.096796008,0.662462707,0.147441956
119,Original,Isbilen et al. (2022),2022,"20,810",Adults,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,SICR,Recall,Reflection based,Processing,Multiword chunking task,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,65,0.37,0.108740379,0.3884231,0.127000127
120,Original,Isbilen et al. (2022),2022,"20,810",Adults,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Processing,Multiword chunking task,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,65,0.11,0.124463701,0.110446916,0.127000127
121,Original,Pili-Moss (2021),2021,"9,220",Children,Alternating serial reaction time task,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Quadruplet,Non-adjacent,acc/RT,Composite score,Both,Acquisition,Grammaticality judgement task ,Syntax,Syntax,Comprehension,TD,TD,40,0.272,0.150219632,0.279022348,0.164398987
122,Original,Pili-Moss (2021),2021,"9,220",Children,Alternating serial reaction time task,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Quadruplet,Non-adjacent,acc/RT,Composite score,Both,Acquisition,Sentence comprehension,Comprehension,Comprehension,Comprehension,TD,TD,40,0.044,0.161907361,0.044028428,0.164398987
123,Original,Ahufinger et al. (2022),2022,"8,750",Children,Statistical word learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Peabody Picture Vocabulary Test - 4,Receptive vocabulary,Vocabulary,Vocabulary,DLD/Control,Mixed,70,0.3,0.110353709,0.309519604,0.122169444
124,Original,Ahufinger et al. (2022),2022,"8,750",Children,Statistical word learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Kaufman Brief intelligence test ,Expressive vocabulary,Vocabulary,Vocabulary,DLD/Control,Mixed,70,0.36,0.105551504,0.376885901,0.122169444
125,Original,Ahufinger et al. (2022),2022,"8,910",Children,Statistical word learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Peabody Picture Vocabulary Test - 4,Receptive vocabulary,Vocabulary,Vocabulary,DLD/Control,Mixed,43,0.54,0.110633493,0.604155603,0.158113883
126,Original,Ahufinger et al. (2022),2022,"8,910",Children,Statistical word learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Expressive Vocabulary Test,Expressive vocabulary,Vocabulary,Vocabulary,DLD/Control,Mixed,43,0.38,0.133622271,0.40005965,0.158113883
127,Original,Yim and Yang (2021),2021,"5,610",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Receptive Vocabulary Score - REVT-R,Receptive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,0.007,0.176768033,0.007000114,0.179605302
128,Original,Yim and Yang (2021),2021,"5,610",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Expressive Vocabulary Score - REVT-E,Expressive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,-0.151,0.17274601,-0.152163611,0.179605302
129,Original,Yim and Yang (2021),2021,"5,610",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Quick Incidental Learning,Fast mapping,Fast mapping,Vocabulary,VD,Clinical,34,0.114,0.174479305,0.114497735,0.179605302
130,Original,Yim and Yang (2021),2021,"6,080",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Receptive and Expressive Vocabulary Test,Receptive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,-0.008,0.176765382,-0.008000171,0.179605302
131,Original,Yim and Yang (2021),2021,"6,080",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Receptive and Expressive Vocabulary Test,Expressive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,0.088,0.175407737,0.088228219,0.179605302
132,Original,Yim and Yang (2021),2021,"6,080",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Quick Incidental Learning,Fast mapping,Fast mapping,Vocabulary,VD,Clinical,34,0.19,0.170395057,0.192337169,0.179605302
133,Original,Yim and Yang (2021),2021,"5,760",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Receptive and Expressive Vocabulary Test,Receptive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,0.122,0.174145551,0.122610746,0.179605302
134,Original,Yim and Yang (2021),2021,"5,760",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Receptive and Expressive Vocabulary Test,Expressive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,0.16,0.172251212,0.161386696,0.179605302
135,Original,Yim and Yang (2021),2021,"5,760",Children,Triplet learning,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Quick Incidental Learning,Fast mapping,Fast mapping,Vocabulary,VD,Clinical,34,-0.415,0.146331329,-0.441636481,0.179605302
136,Original,Yim and Yang (2021),2021,"5,610",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Receptive and Expressive Vocabulary Test,Receptive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,0.097,0.175113403,0.097305953,0.179605302
137,Original,Yim and Yang (2021),2021,"5,610",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Receptive and Expressive Vocabulary Test,Expressive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,0.234,0.167097111,0.238417017,0.179605302
138,Original,Yim and Yang (2021),2021,"5,610",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Quick Incidental Learning,Fast mapping,Fast mapping,Vocabulary,VD,Clinical,34,-0.183,0.170856621,-0.185084885,0.179605302
139,Original,Yim and Yang (2021),2021,"6,080",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Receptive and Expressive Vocabulary Test,Receptive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,-0.272,0.163698048,-0.279022348,0.179605302
140,Original,Yim and Yang (2021),2021,"6,080",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Receptive and Expressive Vocabulary Test,Expressive vocabulary,Vocabulary,Vocabulary,VD,Clinical,34,-0.504,0.131872586,-0.554653789,0.179605302
